rank,lemma,absolute_frequency,freq_cat
1136,dětský,11069,  
1137,Budějovice,11067,  
1138,ptát,11063,  
1139,hnutí,11050,  
1140,zvolit,11038,  
1141,připomínat,11027,  
1142,Tomáš,11001,  
1143,schválit,10977,  
1144,stovka,10968,  
1145,opustit,10967,  
1146,krize,10965,  
1147,maso,10945,  
1148,rozhodčí,10931,  
1149,zelený,10925,  
1150,prakticky,10922,  
1151,princip,10918,  
1152,n,10917,  
1153,poslat,10912,  
1154,společně,10911,  
1155,styl,10903,  
1156,pokusit,10879,  
1157,brněnský,10869,  
1158,obvykle,10864,  
1159,cenný,10854,  
1160,ačkoli,10848,  
1160,poskytovat,10848,  
1161,pořad,10842,  
1162,odmítat,10831,  
1163,oddělení,10828,  
1164,cizí,10827,  
1165,středisko,10814,  
1166,postoj,10812,  
1167,špatně,10800,  
1168,sen,10794,  
1169,chybět,10784,  
1170,budoucí,10781,  
1171,najednou,10779,  
1172,tvrdý,10761,  
1173,region,10758,  
1174,koalice,10755,  
1175,italský,10748,  
1176,informační,10744,  
1177,vozidlo,10731,  
1177,zbytek,10731,  
1178,D,10726,  
1179,mrtvý,10722,  
1180,pokles,10720,  
1181,jaro,10719,  
1182,prvek,10714,  
1183,samotný,10710,  
1184,dispozice,10704,  
1185,svatý,10695,  
1186,řeka,10688,  
1187,T,10678,  
1188,řídit,10659,  
1189,líbit,10658,  
1190,průmyslový,10646,  
1191,spojení,10643,  
1192,výjimka,10642,  
1193,finále,10631,  
1194,přiznat,10628,  
1195,devět,10609,  
1196,denně,10608,  
1197,končit,10606,  
1197,polský,10606,  
1198,přestat,10598,  
1199,investor,10597,  
1200,čech,10596,  
1201,vážný,10572,  
1202,jízda,10540,  
1203,bohatý,10539,  
1203,karta,10539,  
1204,daný,10533,  
1205,čtvrtek,10526,  
1206,příspěvek,10523,  
1207,dcera,10519,  
1208,oficiální,10515,  
1209,účet,10508,  
1210,klasický,10504,  
1211,klient,10502,  
1212,komunistický,10499,  
1213,doufat,10493,  
1214,loď,10484,  
1214,obava,10484,  
1215,diskuse,10481,  
1216,rodinný,10474,  
1217,řeč,10468,  
1218,verze,10444,  
1219,král,10441,  
1220,znít,10440,  
1221,nastoupit,10435,  
1222,místnost,10426,  
1223,adresa,10422,  
1223,probíhat,10422,  
1224,čTK,10420,  
1225,tradice,10417,  
1226,dovolit,10408,  
1227,občas,10406,  
1228,drahý,10396,  
1229,bohužel,10390,  
1230,vzájemný,10352,  
1231,trest,10351,  
1232,S,10338,  
1233,potíž,10335,  
1234,drobný,10332,  
1234,existence,10332,  
1235,km,10331,  
1236,padesát,10330,  
1236,zvláště,10330,  
1237,provádět,10325,  
1238,úterý,10324,  
1239,manželka,10310,  
1240,věda,10298,  
1241,naprosto,10296,  
1242,hluboký,10293,  
1243,nárok,10278,  
1244,průměrný,10253,  
1245,reagovat,10252,  
1246,podporovat,10242,  
1247,Itálie,10240,  
1248,případný,10227,  
1249,mzda,10203,  
1249,přidat,10203,  
1250,západ,10168,  
1251,daňový,10167,  
1252,Zeman,10164,  
1253,těžko,10156,  
1254,obr,10150,  
1255,komedie,10143,  
1256,pohár,10142,  
1256,výhoda,10142,  
1257,připadat,10129,  
1258,nemocný,10126,  
1259,štěstí,10122,  
1260,signál,10113,  
1261,krev,10110,  
1262,vysvětlovat,10086,  
1263,projít,10080,  
1264,prosit,10073,  
1265,obrátit,10060,  
1266,prodávat,10051,  
1267,konstatovat,10049,  
1267,manažer,10049,  
1268,deska,10044,  
1269,K,10026,  
1270,vydání,10024,  
1271,prohlášení,10018,  
1272,generace,10010,  
1273,docházet,10002,  
1274,zeď,9995,  
1275,vůle,9989,  
1276,napadnout,9988,  
1277,učitel,9983,  
1278,průměr,9978,  
1279,nicméně,9976,  
1280,učinit,9973,  
1281,použití,9968,  
1282,prostřednictvím,9955,  
1283,stálý,9950,  
1284,záměr,9949,  
1285,pomáhat,9948,  
1286,žádost,9937,  
1287,rozumět,9932,  
1288,moře,9922,  
1289,deník,9921,  
1290,značka,9917,  
1291,Rakousko,9910,  
1292,atd,9909,  
1293,přední,9907,  
1294,apod,9906,  
1295,místopředseda,9903,  
1296,b,9893,  
1297,volič,9891,  
1298,Amerika,9890,  
1299,využití,9887,  
1300,Paříž,9886,  
1301,viz,9883,  
1302,h,9860,  
1303,docela,9855,  
1303,speciální,9855,  
1304,herec,9808,  
1305,fungovat,9805,  
1306,dvakrát,9796,  
1307,rostlina,9793,  
1307,vznikat,9793,  
1308,československý,9791,  
1309,zásada,9785,  
1310,pomalu,9773,  
1311,uvidět,9770,  
1312,československo,9762,  
1313,účel,9749,  
1314,setkat,9744,  
1315,pomocí,9725,  
1316,stěna,9722,  
1317,mír,9721,  
1318,reforma,9712,  
1319,bezpečnostní,9709,  
1319,předtím,9709,  
1320,zámek,9708,  
1321,požadovat,9700,  
1322,doktor,9698,  
1323,nástroj,9686,  
1324,reakce,9666,  
1325,nebezpečí,9658,  
1326,pořádek,9641,  
1327,sazba,9637,  
1328,komora,9629,  
1329,ostrov,9617,  
1330,domov,9605,  
1331,proud,9601,  
1332,knihovna,9595,  
1333,návštěvník,9580,  
1334,vyžadovat,9578,  
1335,zájemce,9577,  
1336,projevit,9568,  
1337,duše,9567,  
1338,následovat,9538,  
1339,aspoň,9535,  
1340,přičemž,9530,  
1341,zdraví,9523,  
1342,vystoupit,9518,  
1343,trestný,9515,  
1344,vnitro,9510,  
1345,předpis,9502,  
1346,komerční,9499,  
1347,okamžitě,9496,  
1348,klid,9489,  
1349,náměstek,9487,  
1350,internet,9464,  
1351,velikost,9461,  
1352,divadelní,9446,  
1353,zdravotnictví,9439,  
1354,zmíněný,9408,  
1355,Británie,9394,  
1356,údajně,9392,  
1357,pevný,9390,  
1358,letadlo,9383,  
1359,sejít,9380,  
1360,víkend,9365,  
1361,zrovna,9361,  
1362,bojovat,9354,  
1363,dojem,9346,  
1364,York,9343,  
1365,pravděpodobně,9334,  
1366,milovat,9318,  
1367,připomenout,9317,  
1368,pivo,9311,  
1368,původně,9311,  
1368,udržet,9311,  
1369,reálný,9299,  
1370,spojit,9297,  
1371,tvar,9294,  
1372,snížení,9292,  
1373,David,9284,  
1374,snadno,9282,  
1375,vzpomínat,9280,  
1376,též,9262,  
1377,kdysi,9251,  
1378,dovést,9245,  
1379,žák,9218,  
1380,Liberec,9213,  
1381,New,9197,  
1382,odpoledne,9189,  
1383,hospodářství,9186,  
1384,sezóna,9179,  
1385,norma,9176,  
1386,spousta,9171,  
1387,spokojený,9165,  
1388,dít,9154,  
1389,Bratislava,9149,  
1390,chystat,9148,  
1391,rakouský,9135,  
1392,modrý,9120,  
1392,sestra,9120,  
1393,konflikt,9119,  
1394,expozice,9117,  
1395,nalézt,9109,  
1396,H,9102,  
1397,dohodnout,9101,  
1398,vyplývat,9081,  
1399,nákup,9076,  
1400,aniž,9074,  
1401,chovat,9070,  
1402,seznam,9068,  
1403,díl,9066,  
1404,dlouhodobý,9064,  
1404,svobodný,9064,  
1405,zpět,9062,  
1406,umělec,9061,  
1407,sbírka,9056,  
1407,východ,9056,  
1407,zaznamenat,9056,  
1408,přibližně,9055,  
1409,podstatný,9048,  
1410,jaderný,9043,  
1411,složitý,9024,  
1412,uvědomit,9019,  
1413,nově,9016,  
1413,Pardubice,9016,  
1414,hrubý,9012,  
1415,lehký,8997,  
1416,blízko,8985,  
1417,nemoc,8980,  
1418,normální,8971,  
1419,vrstva,8957,  
1420,nejprve,8955,  
1421,ostatně,8954,  
1421,riziko,8954,  
1422,vlas,8952,  
1423,slabý,8951,  
1424,úředník,8950,  
1425,tábor,8937,  
1426,Ústí,8935,  
1427,zrušit,8928,  
1428,chování,8927,  
1429,dávný,8922,  
1430,zítra,8921,  
1431,rozhodovat,8912,  
1432,parlamentní,8890,  
1433,předpoklad,8876,  
1434,přinášet,8870,  
1435,profesor,8867,  
1436,patnáct,8855,  
1437,náročný,8844,  
1438,komunista,8843,  
1439,most,8831,  
1439,představení,8831,  
1440,záležet,8817,  
1441,anglický,8811,  
1442,zima,8809,  
1443,poměr,8782,  
1444,výraz,8779,  
1445,vazba,8766,  
1446,nýbrž,8761,  
1446,přesný,8761,  
1446,upozornit,8761,  
1447,komunikace,8747,  
1448,premiéra,8734,  
1449,oprava,8731,  
1450,délka,8728,  
1451,opozice,8726,  
1452,položit,8706,  
1452,učit,8706,  
1453,kámen,8698,  
1454,pobyt,8682,  
1455,fotbal,8677,  
1456,objevovat,8658,  
1457,opakovat,8657,  
1458,Miloš,8651,  
1459,soudit,8641,  
1460,F,8632,  
1461,srovnání,8631,  
1462,aliance,8626,  
1463,Bosna,8625,  
1464,Marie,8615,  
1465,elektrický,8608,  
1466,narodit,8606,  
1467,chlapec,8603,  
1468,rozsah,8602,  
1469,splnit,8596,  
1470,rozsáhlý,8595,  
1471,odchod,8593,  
1472,vyloučit,8588,  
1473,víno,8582,  
1474,Králové,8580,  
1475,podzim,8578,  
1476,kostel,8576,  
1477,týž,8568,  
1478,dluh,8563,  
1479,pustit,8553,  
1480,charakter,8551,  
1480,senát,8551,  
1481,nacházet,8548,  
1482,jídlo,8539,  
1483,sál,8528,  
1484,nahradit,8526,  
1485,centrální,8507,  
1485,vlastnost,8507,  
1486,někde,8496,  
1487,analýza,8492,  
1488,E,8486,  
1489,vyvolat,8478,  
1490,samostatný,8472,  
1491,pojištění,8470,  
1492,postižený,8467,  
1493,vědomí,8464,  
1494,napětí,8462,  
1495,prst,8453,  
1496,navštívit,8452,  
1497,převzít,8451,  
1498,park,8448,  
1499,odpovědnost,8441,  
1500,přispět,8433,  
1501,obecný,8431,  
1502,fotbalista,8425,  
1502,těšit,8425,  
1503,dostatečný,8424,  
1503,MS,8424,  
1503,píseň,8424,  
1504,rekonstrukce,8417,  
1505,padnout,8416,  
1505,pátý,8416,  
1506,obvyklý,8415,  
1507,zmizet,8409,  
1508,spisovatel,8398,  
1509,pořadí,8392,  
1510,zvítězit,8384,  
1511,paměť,8383,  
1512,bydlet,8372,  
1513,průzkum,8369,  
1514,tajný,8361,  
1515,mínit,8357,  
1516,rozhodující,8356,  
1517,bolest,8351,  
1518,předložit,8350,  
1519,ročně,8336,  
1520,vyrábět,8335,  
1521,povinný,8330,  
1522,burza,8327,  
1523,tuna,8305,  
1524,dávno,8302,  
1525,kruh,8292,  
1526,spotřeba,8290,  
1527,počasí,8286,  
1528,navrhnout,8281,  
1529,přirozený,8261,  
1530,lék,8258,  
1531,olympijský,8255,  
1532,podpořit,8252,  
1533,ekologický,8250,  
1534,kraj,8244,  
1535,Američan,8241,  
1536,věta,8234,  
1537,hrad,8233,  
1538,zasedání,8227,  
1539,Michal,8218,  
1540,přednost,8215,  
1541,Maďarsko,8206,  
1542,Londýn,8203,  
1543,dozvědět,8199,  
1544,federální,8191,  
1544,W,8191,  
1545,japonský,8190,  
1546,případně,8185,  
1547,varianta,8184,  
1548,přístroj,8180,  
1549,nějak,8162,  
1550,pojem,8158,  
1551,vesnice,8153,  
1552,jasně,8152,  
1553,výtvarný,8149,  
1554,stanovisko,8144,  
1555,obvod,8135,  
1556,poznamenat,8127,  
1557,zdravý,8123,  
1558,vzrůst,8109,  
1559,všude,8092,  
1560,sbor,8091,  
1561,útočník,8089,  
1562,kritika,8077,  
1563,okolnost,8070,  
1564,román,8060,  
1565,mimořádný,8056,  
1566,výhodný,8050,  
1567,poslanecký,8049,  
1568,záda,8043,  
1569,zemědělský,8024,  
1570,hodit,8014,  
1571,vážně,8008,  
1572,starost,8004,  
1573,rameno,8001,  
1574,kg,7990,  
1575,rozšíření,7989,  
1576,obrázek,7983,  
1577,cestovní,7978,  
1577,stopa,7978,  
1578,ovlivnit,7968,  
1579,nijak,7967,  
1580,židovský,7961,  
1581,roční,7953,  
1581,spát,7953,  
1582,letní,7938,  
1583,fakulta,7936,  
1584,federace,7935,  
1585,vodní,7934,  
1586,zachovat,7928,  
1587,nastat,7921,  
1588,výška,7916,  
1588,zvyšovat,7916,  
1589,kampaň,7915,  
1590,noční,7905,  
1590,zásadní,7905,  
1591,volat,7902,  
1592,moravský,7884,  
1593,akcionář,7883,  
1594,veliký,7879,  
1595,literární,7874,  
1596,palác,7870,  
1597,ochotný,7861,  
1597,určený,7861,  
1598,výměna,7860,  
1599,zásah,7855,  
1600,chybit,7852,  
1601,nezaměstnanost,7849,  
1601,zdůraznit,7849,  
1602,autobus,7844,  
1603,příznivý,7836,  
1604,koncepce,7830,  
1605,schůzka,7828,  
1606,konkurence,7815,  
1607,plně,7803,  
1608,vyřešit,7798,  
1609,dvanáct,7794,  
1609,vlastník,7794,  
1610,proběhnout,7775,  
1611,výrobní,7770,  
1612,zabránit,7767,  
1613,G,7764,  
1614,atmosféra,7757,  
1615,neustále,7744,  
1616,platný,7742,  
1617,obrat,7733,  
1618,plat,7732,  
1619,brankář,7728,  
1619,přechod,7728,  
1620,střed,7727,  
1621,dodávka,7724,  
1622,předem,7717,  
1623,kluk,7704,  
1624,SR,7701,  
1625,vydávat,7687,  
1626,prosadit,7686,  
1626,tentýž,7686,  
1627,uživatel,7685,  
1628,nezbytný,7681,  
1629,barevný,7677,  
1630,kapitola,7676,  
1631,pořádat,7673,  
1632,rozdělit,7671,  
1633,USD,7669,  
1634,hala,7668,  
1634,start,7668,  
1635,zabít,7663,  
1636,naučit,7658,  
1637,povrch,7654,  
1638,c,7653,  
1639,ryba,7649,  
1640,reklama,7644,  
1641,původ,7642,  
1641,víra,7642,  
1642,Izrael,7617,  
1643,dařit,7611,  
1644,ukončit,7605,  
1645,kapacita,7601,  
1646,sezona,7600,  
1646,x,7600,  
1647,okruh,7599,  
1648,pocházet,7596,  
1649,novela,7594,  
1650,konstrukce,7592,  
1651,zvednout,7589,  
1652,klást,7587,  
1653,krajina,7569,  
1654,jednak,7562,  
1655,linka,7559,  
1656,přejít,7558,  
1657,prokázat,7557,  
1658,chuť,7555,  
1659,hřiště,7554,  
1660,znak,7550,  
1661,zastupitelstvo,7547,  
1662,regionální,7545,  
1663,pravit,7541,  
1663,rozšířit,7541,  
1664,pád,7538,  
1665,dávka,7536,  
1666,pozemek,7533,  
1667,potravina,7527,  
1668,příslušník,7519,  
1669,teorie,7505,  
1670,vyprávět,7504,  
1671,droga,7503,  
1672,básník,7502,  
1673,jistota,7499,  
1674,vyslovit,7497,  
1675,zas,7494,  
1676,důvěra,7493,  
1677,ústa,7491,  
1678,poplatek,7489,  
1679,pokoušet,7488,  
1680,úplný,7484,  
1681,demokrat,7481,  
1682,vražda,7470,  
1683,zbývat,7468,  
1684,bankovní,7465,  
1684,důkaz,7465,  
1685,současnost,7461,  
1685,tehdejší,7461,  
1685,ústavní,7461,  
1686,výhra,7459,  
1687,prohrát,7458,  
1688,skladba,7444,  
1689,měna,7435,  
1690,tržní,7427,  
1691,vystoupení,7425,  
1692,kapela,7422,  
1693,mládež,7419,  
1694,kousek,7417,  
1695,maminka,7414,  
1696,úloha,7399,  
1697,pravidelný,7392,  
1698,dodnes,7383,  
1699,rána,7372,  
1700,nutit,7365,  
1701,dotace,7353,  
1702,uvnitř,7340,  
1703,levný,7326,  
1704,elektrárna,7319,  
1705,volit,7314,  
1706,dolů,7313,  
1707,dopadnout,7305,  
1708,Karlův,7303,  
1709,výdaj,7301,  
1710,Labe,7293,  
1711,série,7285,  
1711,umístit,7285,  
1712,bytový,7274,  
1712,dokud,7274,  
1713,g,7272,  
1714,subjekt,7270,  
1715,kůže,7269,  
1716,teplo,7261,  
1717,zbavit,7253,  
1718,okolo,7250,  
1719,restaurace,7236,  
1720,blok,7206,  
1721,předat,7204,  
1722,sníh,7203,  
1723,postel,7195,  
1724,Sb,7193,  
1725,několikrát,7192,  
1725,zranění,7192,  
1726,veletrh,7182,  
1727,fáze,7175,  
1727,vnější,7175,  
1728,redakce,7169,  
1729,čtyřicet,7166,  
1730,výkonný,7160,  
1731,hodnocení,7159,  
1732,spočívat,7158,  
1733,snadný,7156,  
1733,vědecký,7156,  
1733,zachránit,7156,  
1734,doplnit,7150,  
1735,vadit,7149,  
1736,odbor,7146,  
1737,vítr,7142,  
1738,aktivní,7138,  
1739,zavést,7124,  
1740,nynější,7121,  
1741,t,7119,  
1742,mm,7117,  
1743,dospělý,7113,  
1744,l,7109,  
1745,lékařský,7099,  
1745,médium,7099,  
1746,Dukla,7090,  
1747,vina,7080,  
1748,společenství,7068,  
1749,John,7063,  
1750,takhle,7062,  
1751,mírový,7057,  
1752,odpor,7051,  
1753,marka,7047,  
1754,vzpomínka,7046,  
1755,vyhlásit,7045,  
1756,všeobecný,7039,  
1757,zvuk,7038,  
1758,levý,7035,  
1759,trestní,7033,  
1760,tuzemský,7029,  
1761,ústava,7024,  
1762,čína,7014,  
1763,dvojice,7010,  
1764,hodnotit,7008,  
1765,dovoz,7007,  
1766,obávat,7002,  
1767,soudní,6998,  
1768,těsně,6991,  
1769,pamatovat,6986,  
1770,kapitál,6983,  
1771,památka,6982,  
1772,Svoboda,6974,  
1773,přírodní,6968,  
1773,zpívat,6968,  
1774,svědek,6960,  
1775,obvinit,6951,  
1775,vydržet,6951,  
1776,album,6949,  
1777,působení,6947,  
1778,přítomnost,6941,  
1779,plzeňský,6940,  
1780,fyzický,6933,  
1781,praktický,6926,  
1782,ženský,6923,  
1783,hromada,6920,  
1784,Jana,6912,  
1785,boží,6910,  
1785,osobně,6910,  
1786,poptávka,6905,  
1787,generál,6899,  
1788,domácnost,6894,  
1789,turista,6888,  
1790,železniční,6882,  
1791,vůdce,6879,  
1792,přijetí,6878,  
1793,nadace,6875,  
1794,následek,6872,  
1794,školství,6872,  
1794,závěrečný,6872,  
1795,omezit,6871,  
1796,znalost,6866,  
1797,prospěch,6860,  
1798,porazit,6859,  
1799,vyrovnat,6852,  
1800,podstatně,6847,  
1801,Jugoslávie,6845,  
1802,revoluce,6843,  
1803,uprostřed,6842,  
1804,Washington,6838,  
1805,zemědělství,6833,  
1806,obličej,6825,  
1807,dokonalý,6823,  
1808,inflace,6819,  
1809,dosahovat,6817,  
1810,obyvatelstvo,6814,  
1811,zařadit,6805,  
1812,střecha,6797,  
1813,letecký,6795,  
1814,maďarský,6793,  
1815,N,6792,  
1816,postupovat,6785,  
1817,areál,6783,  
1818,hladina,6776,  
1819,Škoda,6765,  
1820,vytvoření,6760,  
1821,přenos,6746,  
1822,ztrácet,6733,  
1823,výročí,6731,  
1824,duchovní,6730,  
1825,olej,6729,  
1826,vzpomenout,6718,  
1827,knížka,6716,  
1828,problematika,6713,  
1829,velitel,6710,  
1830,zaměstnání,6708,  
1831,důchod,6706,  
1831,zahájení,6706,  
1832,značně,6705,  
1833,uložit,6700,  
1834,platnost,6699,  
1835,akciový,6698,  
1835,okraj,6698,  
1836,letiště,6693,  
1837,překvapit,6691,  
1838,seznámit,6683,  
1839,sídlo,6667,  
1840,obsadit,6658,  
1840,pozitivní,6658,  
1841,KDU-čSL,6653,  
1842,povídat,6641,  
1843,pozdní,6636,  
1843,vězení,6636,  
1844,styk,6632,  
1845,Japonsko,6628,  
1846,zpracování,6627,  
1847,nebe,6622,  
1848,vývoz,6620,  
1849,chránit,6615,  
1850,úsek,6612,  
1851,divize,6611,  
1852,souhlas,6604,  
1853,vybraný,6598,  
1854,zvlášť,6595,  
1855,úzký,6584,  
1856,přání,6583,  
1857,zdejší,6575,  
1858,bavit,6572,  
1859,zasáhnout,6570,  
1860,časový,6565,  
1861,obdržet,6563,  
1861,profesionální,6563,  
1862,přijímat,6562,  
1863,studie,6559,  
1864,podávat,6557,  
1865,obchodník,6556,  
1865,svědčit,6556,  
1866,účinek,6546,  
1867,spolupracovat,6544,  
1868,horní,6543,  
1869,kabinet,6538,  
1870,fronta,6536,  
1871,mysl,6518,  
1872,obecní,6517,  
1873,usilovat,6513,  
1874,touha,6503,  
1875,jinde,6497,  
1876,poloha,6493,  
1877,sklo,6488,  
1878,pohádka,6485,  
1879,valný,6483,  
1880,vyšetřování,6479,  
1881,tajemník,6477,  
1882,váha,6465,  
1883,projevovat,6457,  
1884,typický,6455,  
1885,Vídeň,6449,  
1886,nakladatelství,6445,  
1887,dovolená,6444,  
1887,zpátky,6444,  
1888,reprezentant,6441,  
1889,převážně,6438,  
1890,budoucno,6433,  
1891,křeslo,6429,  
1892,úsilí,6421,  
1893,srbský,6412,  
1894,křídlo,6411,  
1895,pozorovat,6405,  
1896,oblíbený,6399,  
1896,úsměv,6399,  
1897,čínský,6395,  
1898,izraelský,6387,  
1899,přítomný,6386,  
1900,zimní,6381,  
1901,klesnout,6380,  
1902,byť,6378,  
1903,omezený,6376,  
1904,test,6373,  
1905,omezení,6370,  
1906,vzdát,6368,  
1907,zlato,6361,  
1908,vzdělání,6355,  
1909,stín,6354,  
1910,školní,6353,  
1911,obyčejný,6352,  
1911,trpět,6352,  
1912,prázdný,6349,  
1912,stadión,6349,  
1913,podnikání,6339,  
1914,režie,6334,  
1915,upozorňovat,6321,  
1916,účinný,6320,  
1917,min,6319,  
1918,připustit,6317,  
1919,kariéra,6315,  
1919,tušit,6315,  
1920,vyjadřovat,6314,  
1921,Novák,6303,  
1922,sotva,6294,  
1923,kritický,6290,  
1924,lišit,6271,  
1925,faktor,6268,  
1926,obecně,6264,  
1927,milý,6262,  
1928,břeh,6259,  
1929,mínění,6257,  
1930,klíčový,6255,  
1931,poznámka,6251,  
1932,vybírat,6249,  
1933,cyklus,6248,  
1933,zadní,6248,  
1933,záznam,6248,  
1934,povést,6247,  
1935,denní,6241,  
1935,mléko,6241,  
1936,běžet,6234,  
1937,víc,6231,  
1938,všimnout,6230,  
1939,závazek,6221,  
1940,vybavení,6219,  
1941,výrok,6216,  
1942,dostatečně,6212,  
1943,častý,6211,  
1944,nehoda,6209,  
1945,cizinec,6203,  
1946,náhle,6202,  
1947,kamarád,6200,  
1948,Kladno,6198,  
1949,žlutý,6197,  
1950,sv,6194,  
1951,zločin,6193,  
1952,mladík,6183,  
1953,vyzvat,6180,  
1954,zajišťovat,6179,  
1955,trvalý,6175,  
1956,doporučovat,6173,  
1957,ing,6171,  
1958,Vítkovice,6161,  
1959,odpad,6156,  
1960,rozpor,6150,  
1961,pěkný,6147,  
1962,nosit,6145,  
1963,minimální,6135,  
1964,kapitán,6131,  
1965,dokončit,6126,  
1966,obtížný,6116,  
1966,složka,6116,  
1967,odvolání,6115,  
1968,pochopitelně,6114,  
1969,povaha,6113,  
1970,označovat,6110,  
1970,souviset,6110,  
1970,ústřední,6110,  
1971,lístek,6108,  
1972,tajemství,6105,  
1973,nárůst,6103,  
1974,cestující,6098,  
1974,správní,6098,  
1975,p,6096,  
1976,pravidelně,6095,  
1977,počítačový,6092,  
1977,poslouchat,6092,  
1978,skvělý,6090,  
1979,fax,6089,  
1980,oheň,6085,  
1980,soudce,6085,  
1981,aplikace,6069,  
1982,expert,6068,  
1983,spořitelna,6064,  
1984,klidný,6059,  
1985,patrně,6053,  
1986,jev,6052,  
1987,odhad,6049,  
1988,of,6048,  
1989,nápad,6047,  
1990,rozměr,6046,  
1991,hotový,6033,  
1991,index,6033,  
1992,zlý,6019,  
1992,zvládnout,6019,  
1993,zahrnovat,6016,  
1994,starat,6015,  
1995,kombinace,6005,  
1996,vystupovat,6004,  
1997,mj,6003,  
1998,odstranit,6001,  
1999,výzva,5994,  
2000,maximální,5993,  
2000,pokládat,5993,  
2001,bosenský,5987,  
2002,dřevo,5983,  
2003,doklad,5982,  
2003,hlásit,5982,  
2004,otočit,5981,  
2005,jezdec,5973,  
2006,medaile,5971,  
2006,podnikatelský,5971,  
2007,vzor,5963,  
2008,výnos,5958,  
2009,jakmile,5953,  
2010,běh,5949,  
2011,členský,5944,  
2012,nepřítel,5942,  
2013,Oda,5941,  
2014,odsoudit,5935,  
2015,kresba,5933,  
2016,přemýšlet,5932,  
2017,hokej,5930,  
2018,hrdina,5927,  
